city,latitude,longitude,sf_winter,sf_spring,sf_summer,sf_autumn,t2m_winter,t2m_spring,t2m_summer,t2m_autumn,tp_winter,tp_spring,tp_summer,tp_autumn,si10_winter,si10_spring,si10_summer,si10_autumn,max_t2m_winter,min_t2m_winter,temp_range_winter,max_t2m_spring,min_t2m_spring,temp_range_spring,max_t2m_summer,min_t2m_summer,temp_range_summer,max_t2m_autumn,min_t2m_autumn,temp_range_autumn,hot_days,hot_days_consec
Apeldoorn,52.209999,5.96944,0.0003280591,6.8321024e-06,0.0,0.000104196326,274.89505,281.68576,289.53876,283.40396,0.0018317703,0.0020319244,0.0024684896,0.0020108344,4.3866024,3.972976,3.627174,3.9761076,276.9766,272.5421,4.4344788,285.4549,277.72348,7.731415,293.38684,285.39847,7.988373,286.44614,280.35648,6.0896606,1.6774193548387095,1.0
Arezzo,43.461391,11.87691,0.0005648196,1.3739191e-05,0.0,0.00021241451,276.38907,283.8192,293.77975,286.04504,0.0028840394,0.0026233138,0.0017435235,0.0034799643,2.3583198,2.2645736,2.0186439,2.1417189,279.7473,273.22183,6.525482,288.47177,279.34512,9.126648,299.16464,288.52988,10.634766,290.48764,282.1059,8.381744,14.67741935483871,6.096774193548387
Arnhem,51.98,5.91111,0.0003247588,6.5090835e-06,0.0,0.000102489656,275.0049,281.88568,289.70953,283.48364,0.0018528935,0.0020104968,0.0023551227,0.00199344,4.2612443,3.8549562,3.524791,3.8618886,277.08463,272.64438,4.4402466,285.68274,277.88364,7.799103,293.59448,285.54245,8.052032,286.5481,280.4154,6.1326904,2.032258064516129,1.1612903225806452
Athens,37.97945,23.716221,8.271615e-05,0.0,0.0,1.6851096e-05,282.5749,288.2784,298.95444,291.5167,0.0016609873,0.000695567,0.0002682024,0.0018058559,3.4421263,2.967762,3.1069891,3.1531632,285.45157,279.8552,5.5963745,292.42975,284.39572,8.034027,303.53082,294.42133,9.109497,295.26715,288.24466,7.0224915,60.193548387096776,17.870967741935484
Augsburg,48.366669,10.88333,0.0008928904,7.4992095e-05,3.6852335e-09,0.00047664295,271.89072,281.3825,289.9276,281.92316,0.0021030684,0.0032248325,0.002797255,0.0019218108,3.1562161,2.9254847,2.5708299,2.6882336,274.54892,268.97928,5.569641,285.751,277.00403,8.746979,294.4208,285.47256,8.948242,285.73553,278.4224,7.313141,2.129032258064516,1.4193548387096775
Avignon,43.948341,4.80892,0.00012569802,6.553306e-07,0.0,4.8497834e-05,278.20712,285.66827,295.17206,287.3016,0.0018815366,0.0017443632,0.0015162639,0.0026961423,3.9666739,3.8649638,3.6725419,3.5676706,281.73184,275.0013,6.73053,290.16104,281.21927,8.941772,300.25983,290.07242,10.187408,291.56912,283.45514,8.113983,20.806451612903224,8.32258064516129
Barcelona,41.38879,2.15899,9.136543e-05,1.3183522e-06,0.0,3.2465945e-05,281.34888,286.09198,294.6237,289.50616,0.0016604079,0.0016942613,0.0017894635,0.0023772889,3.7666616,3.3291335,2.8736224,3.2581499,283.90155,279.0213,4.880249,288.70236,283.4909,5.2114563,297.14526,292.10907,5.036194,291.88235,287.28418,4.598175,0.1290322580645161,0.1290322580645161
Bari,41.117729,16.851179,8.530931e-05,1.9131168e-07,0.0,1.5933507e-05,282.56128,287.22546,296.8788,290.86224,0.0021905124,0.0011432619,0.0008797812,0.002484694,4.9671025,4.2093797,3.8066573,4.093187,284.57715,280.67078,3.906372,289.7858,284.7923,4.9934998,299.61954,294.17322,5.4463196,293.24878,288.7521,4.4966736,9.516129032258064,4.032258064516129
Basel,47.558399,7.57327,0.0009981581,0.00010456369,4.4863713e-09,0.0004759942,272.70828,281.6406,289.97763,282.25336,0.0028605706,0.0035693422,0.003277485,0.00267749,2.500463,2.3173788,2.0715792,2.1175034,275.57394,269.7031,5.8708496,286.00302,277.23224,8.770782,294.42566,285.44913,8.976532,286.08673,278.71887,7.367859,2.2580645161290325,1.4193548387096775
Bath,51.377949,-2.35907,0.00020315073,9.3499175e-06,0.0,5.2252122e-05,276.9808,281.56638,288.5482,283.45517,0.0017575051,0.0018853225,0.0018482426,0.0019038519,4.4315805,4.094509,3.78654,4.031994,279.3994,274.38986,5.009552,285.2351,277.7817,7.4533997,292.27585,284.61108,7.6647644,286.5571,280.3392,6.2178955,0.0967741935483871,0.0967741935483871
Belfast,54.583328,-5.93333,0.00024285015,1.5079334e-05,0.0,4.3949934e-05,278.43558,281.1108,286.7638,283.61728,0.0024961617,0.0022479526,0.0028053508,0.0028776117,6.2214327,5.2375546,4.5122538,5.6454186,279.9959,276.87704,3.118866,283.13962,279.05542,4.084198,288.80203,284.71082,4.091217,285.2923,281.9122,3.3800964,0.0,0.0
Belgrade,44.804008,20.46513,0.0007192963,3.4910377e-06,0.0,0.0002755602,273.62878,285.02658,295.2721,286.1657,0.0017061558,0.0022834397,0.0014685849,0.0017936153,2.9786596,2.9810374,2.549054,2.8957791,276.68027,270.5264,6.1538696,289.62384,280.52698,9.096863,300.25238,290.2064,10.04599,290.7846,282.1335,8.651093,28.0,7.161290322580645
Bergamo,45.697979,9.66895,0.0008108326,0.0001236931,1.8102508e-06,0.0003986195,272.93378,282.95712,292.3412,284.07782,0.0022607073,0.0044993875,0.003856241,0.0034858417,1.6081945,1.6752392,1.514472,1.5080405,276.7679,269.56174,7.2061768,287.4003,278.2283,9.171997,296.83444,287.4212,9.413239,288.0768,280.28836,7.788452,1.8064516129032255,1.2903225806451613
Bergen,60.39299,5.32415,0.0023605954,0.00042646498,7.309741e-06,0.0012880118,271.26978,276.70236,285.51892,279.67905,0.005628692,0.004570297,0.0067304987,0.007976921,4.4279556,3.6464453,3.4539666,4.2599764,273.0436,269.48438,3.5592346,279.04092,274.11975,4.921173,287.75507,282.97015,4.784912,281.56793,277.7316,3.8363342,0.0,0.0
Berlin,52.524368,13.41053,0.00056279177,3.5103716e-05,0.0,0.00023141257,272.48053,281.2078,290.6469,282.53415,0.0014726098,0.0019394531,0.0019285909,0.0015017404,3.8256793,3.5858073,3.1943803,3.5086467,274.6067,270.02838,4.578308,285.0475,277.20874,7.838745,294.72693,286.25882,8.468109,285.7978,279.40067,6.3971252,2.548387096774193,1.3870967741935485
Bern,46.94809,7.44744,0.002104351,0.00062492874,7.336787e-05,0.001330408,270.1301,278.82864,287.53693,280.05673,0.0034164106,0.0042593894,0.004291304,0.0032007168,2.0348914,1.8667085,1.702971,1.7518938,273.26797,266.96112,6.3068542,283.1019,274.3993,8.702606,292.01465,282.8128,9.201843,284.07187,276.27927,7.7926025,0.2258064516129032,0.1612903225806451
Besançon,47.248779,6.01815,0.0007700686,6.0880768e-05,1.1393959e-08,0.00039295998,274.78854,282.86993,290.90244,283.63788,0.0033201415,0.0032061653,0.002857712,0.003186316,3.347183,2.9794497,2.6100025,2.8311853,277.439,272.03284,5.4061584,287.03247,278.63904,8.393433,295.31964,286.35245,8.967194,287.30768,280.1939,7.1137695,4.0,2.129032258064516
Bielefeld,52.033329,8.53333,0.00055106083,1.8532559e-05,0.0,0.00022450798,273.7503,281.39545,289.6602,282.78137,0.0021103013,0.002241104,0.002402015,0.0021525887,4.0568986,3.596264,3.288996,3.6711767,275.82977,271.3324,4.4973755,285.27472,277.26306,8.011658,293.7873,285.23013,8.557159,286.0016,279.5567,6.4448853,2.290322580645161,1.4516129032258065
Bilbao,43.262711,-2.92528,0.00028393688,7.0579163e-06,0.0,6.7152e-05,280.32098,284.21683,290.6243,287.04913,0.0032847738,0.0026800665,0.001986213,0.0038090916,4.197327,3.5665424,2.8664565,3.4950707,282.65817,278.1035,4.5546875,287.02408,281.46457,5.5595093,293.52496,287.85483,5.6701355,289.82852,284.5664,5.2621155,0.2580645161290322,0.1612903225806451
Birmingham,52.481419,-1.89983,0.00031272977,8.612336e-06,0.0,6.963275e-05,276.41095,281.22714,288.34305,283.01617,0.0016256976,0.0018965601,0.0018955866,0.0017066207,4.4744625,4.141106,3.825259,4.1303835,278.82516,273.90097,4.9241943,285.0043,277.36615,7.638153,292.22543,284.27017,7.955261,286.16928,279.88046,6.2888184,0.0967741935483871,0.0967741935483871
Blackpool,53.816669,-3.05,0.00029334635,1.4578944e-05,0.0,5.212378e-05,277.83112,280.98727,287.4935,283.9671,0.0028838194,0.002449221,0.003595188,0.0039063655,6.640337,5.487285,5.054192,6.1849413,279.2657,276.3885,2.8771973,282.80536,279.0788,3.7265625,289.09085,285.7656,3.3252563,285.47137,282.44418,3.0271912,0.0,0.0
Bochum,51.481651,7.21648,0.0005431235,2.029093e-05,0.0,0.00021044584,274.24176,281.75955,289.71216,283.02863,0.0023613682,0.0024062034,0.0026679751,0.0024389531,4.18178,3.6623175,3.3329833,3.7712352,276.30838,271.8709,4.4374695,285.56488,277.72015,7.8447266,293.6946,285.48068,8.213928,286.1657,279.91397,6.2517395,2.290322580645161,1.3548387096774193
Bologna,44.493809,11.33875,0.0006447255,1.1729509e-05,0.0,0.00023129593,276.19223,285.32068,295.47845,287.10907,0.0022752918,0.0027193527,0.0018739734,0.0028147886,2.0361965,2.2362604,1.9989424,2.0079086,279.59808,273.07626,6.52182,290.00415,280.82684,9.177307,300.6801,290.38852,10.291595,291.5397,283.23077,8.308929,26.83870967741936,8.903225806451612
Bonn,50.734379,7.09548,0.0005573733,2.1697373e-05,0.0,0.00023149226,274.0315,281.6309,289.55884,282.76038,0.0022597979,0.0023148041,0.0024459355,0.0023493313,3.8782365,3.426601,3.0659432,3.463065,276.143,271.66064,4.482361,285.48538,277.53583,7.9495544,293.59177,285.29144,8.3003235,285.9454,279.63315,6.312256,1.870967741935484,1.0
Bordeaux,44.840439,-0.5805,3.6811478e-05,1.5237639e-07,0.0,1.0220434e-05,279.24686,285.42365,292.87357,287.07065,0.0021712747,0.0020873272,0.0017861422,0.0022987942,3.3314655,3.1341999,2.7359939,2.8741484,282.21957,276.4492,5.7703857,289.6068,281.3776,8.229218,297.33002,288.4453,8.884705,290.939,283.6276,7.3114014,10.290322580645162,3.3870967741935485
Bournemouth,50.720482,-1.8795,0.00014669879,4.6713803e-06,0.0,3.080727e-05,278.5569,281.93164,288.65192,284.91757,0.0019589514,0.0015945417,0.001714416,0.0023991978,5.9771657,5.07595,4.641245,5.3969355,280.23483,276.73813,3.496704,284.2343,279.50345,4.7308655,290.99075,286.16016,4.830597,286.8763,282.8729,4.003418,0.0,0.0
Bradford,53.793911,-1.75206,0.0006257326,3.9109476e-05,0.0,0.00014504965,275.58832,280.15182,287.10828,282.14618,0.0021384032,0.002196165,0.0024396493,0.0022511156,4.6453934,4.2795844,3.9958994,4.3207774,277.86102,273.2448,4.616211,283.68655,276.55023,7.136322,290.60486,283.4378,7.167053,285.00012,279.31146,5.6886597,0.0,0.0
Braga,41.55032,-8.42005,8.526124e-05,3.7007756e-06,0.0,1.8630777e-05,280.2354,284.9206,291.96994,287.03918,0.0067641246,0.0034911055,0.0014712823,0.005668926,3.0367877,2.9821444,2.730909,2.7018986,283.72958,277.1267,6.6028748,288.93295,280.95764,7.9753113,296.6689,287.2315,9.437408,291.15372,283.40787,7.7458496,5.096774193548387,2.5806451612903225
Bratislava,48.148159,17.106741,0.00061753986,1.6436461e-05,0.0,0.00025552895,272.20355,283.04678,292.81448,283.9265,0.0013519948,0.0020766738,0.0017061016,0.0015107624,3.5590081,3.52756,3.2069538,3.2716029,274.75635,269.3102,5.4461365,287.32993,278.6022,8.727722,297.4819,287.92706,9.55484,287.93655,280.141,7.7955627,9.483870967741936,4.0
Braunschweig,52.265942,10.52673,0.0006469507,3.2337764e-05,0.0,0.0002810488,272.9323,281.04413,289.7831,282.43262,0.0018137131,0.002187419,0.002171144,0.001811563,3.894481,3.5402997,3.210984,3.5378747,275.00687,270.5469,4.459961,284.86218,277.00845,7.8537292,293.88098,285.41245,8.468536,285.65274,279.27084,6.381897,1.935483870967742,1.1612903225806452
Braşov,45.648609,25.606131,0.001153578,0.00017536359,1.7198824e-06,0.00054077053,268.99283,279.35138,289.56247,280.63278,0.0015537578,0.0034740355,0.0025543782,0.0015403763,2.130683,2.2295203,1.9345741,2.0101905,272.66345,265.4241,7.2393494,283.86032,274.98102,8.879303,294.3087,284.84216,9.466522,285.45776,276.62186,8.835907,0.5161290322580645,0.3225806451612903
Breda,51.586559,4.77596,0.00027334178,4.8971947e-06,0.0,7.701176e-05,275.5458,282.13873,289.7748,283.76907,0.0018125623,0.0019110659,0.0022289471,0.0019743878,4.37613,3.9751124,3.6611784,3.9688714,277.6651,273.1904,4.474701,285.82898,278.2292,7.5997925,293.54297,285.7233,7.8196716,286.8221,280.7187,6.103424,1.7096774193548387,1.096774193548387
Bremen,53.075161,8.80777,0.00046035665,1.812606e-05,0.0,0.00016015064,273.90125,281.20807,289.60135,282.92834,0.0018287032,0.0021415185,0.0024543821,0.0019521117,4.0400486,3.7094767,3.3757255,3.69378,275.8788,271.62415,4.254669,284.92184,277.34512,7.576721,293.49783,285.486,8.011841,285.90182,279.95685,5.944977,1.4193548387096775,0.9032258064516128
Brescia,45.52478,10.22727,0.00058129296,6.910777e-05,9.3259547e-07,0.00024023734,274.30276,283.85205,293.41913,285.34186,0.002104062,0.003730383,0.0031295123,0.003110677,1.5321138,1.6479197,1.4720837,1.4931666,277.7279,271.1743,6.5536194,288.3262,279.10245,9.223755,297.76065,288.76804,8.992615,288.98483,281.91174,7.0730896,4.483870967741935,2.903225806451613
Brest,48.400002,-4.48333,4.5710993e-05,1.623639e-08,0.0,3.977916e-06,281.3603,283.4342,288.67746,286.41238,0.0029288426,0.0017823532,0.0017657928,0.003453642,7.289169,6.016941,5.095874,6.052996,282.4577,280.1931,2.2645874,284.53055,282.25485,2.2756958,289.7379,287.5519,2.1860046,287.46786,285.3211,2.146759,0.0,0.0
Brighton,50.828381,-0.13947,0.00018451338,7.197421e-06,0.0,4.2417036e-05,278.2539,281.74057,288.56754,284.93408,0.0018831228,0.0014997779,0.0016780567,0.0024712752,6.4424562,5.424382,4.9827733,5.8270206,279.82446,276.53976,3.2846985,283.85547,279.46677,4.3887024,290.72562,286.25037,4.4752502,286.79306,282.96725,3.8258057,0.0,0.0
Bristol,51.455231,-2.59665,0.00020886792,9.486752e-06,0.0,5.370464e-05,277.0862,281.61816,288.58664,283.54077,0.0018262871,0.0018893639,0.0019095824,0.00199197,4.4702134,4.11432,3.839974,4.079363,279.4735,274.52472,4.9487915,285.2023,277.92026,7.2820435,292.17462,284.7982,7.3764343,286.55182,280.51086,6.0409546,0.064516129032258,0.064516129032258
Brno,49.195221,16.60796,0.0006893761,2.7477741e-05,4.6465987e-09,0.0003094109,271.22012,281.46606,291.01755,282.3742,0.0012794817,0.00231164,0.002049287,0.0013741633,3.3868332,3.3573532,2.9016054,3.1099942,273.67728,268.43228,5.244995,285.65836,277.1025,8.555847,295.57217,286.177,9.395172,286.18817,278.71036,7.4778137,3.225806451612903,1.6129032258064515
Brugge,51.20892,3.22424,0.00021310007,3.9690854e-06,0.0,5.2715e-05,276.70554,281.95828,289.46246,284.57773,0.0017818841,0.001698323,0.0021640249,0.002249418,5.6648774,4.9383826,4.6227837,5.165224,278.45828,274.79742,3.6608582,284.62378,279.16077,5.4630127,292.15375,286.6311,5.522644,286.88214,282.2919,4.5902405,0.1612903225806451,0.1612903225806451
Brussels,50.850449,4.34878,0.00028694302,7.704702e-06,0.0,8.13339e-05,275.56082,282.31302,289.8318,283.70593,0.0018560585,0.0019623681,0.0020862075,0.001952545,4.324532,3.8635178,3.543173,3.9200437,277.73605,273.14874,4.587311,286.12497,278.26907,7.855896,293.75897,285.63263,8.126343,286.89667,280.53583,6.36084,2.096774193548387,1.2580645161290325
Bucharest,44.432251,26.10626,0.0006891465,1.0766329e-05,0.0,0.00025359134,272.3526,284.25296,295.57016,285.58868,0.0014293963,0.0023987747,0.0014308704,0.0014434938,2.9753654,2.9456701,2.4388068,2.7524607,275.59964,269.21042,6.389221,288.89206,279.6894,9.202667,300.5515,290.51053,10.040985,290.3122,281.37283,8.939362,26.225806451612904,8.580645161290322
Budapest,47.498009,19.039909,0.00058144826,8.613548e-06,0.0,0.00023449336,272.10938,283.3195,293.38748,284.12592,0.0013528082,0.0020543877,0.0014603614,0.0016182384,2.9288864,3.05224,2.8055124,2.8056257,274.91544,269.04105,5.8743896,287.76065,278.7103,9.050354,298.23853,288.23395,10.004578,288.5147,280.07687,8.437836,12.129032258064516,4.32258064516129
Burgos,42.349998,-3.7,0.0005590528,5.8704165e-05,1.9227304e-09,0.00028391246,275.74295,281.49835,290.03046,283.86493,0.0021966882,0.0021309308,0.0010575659,0.0020725727,3.600141,3.3917053,2.9035778,3.0855653,279.0359,272.68137,6.3545227,286.14667,277.03595,9.110718,295.8854,284.56628,11.319122,288.54996,279.75287,8.797089,4.870967741935484,2.548387096774193
Bydgoszcz,53.123501,18.00762,0.0006758641,4.6965044e-05,0.0,0.00030362606,270.71887,279.91772,290.2844,281.59094,0.0012872723,0.001854518,0.0021309424,0.0014114081,4.100685,3.8332467,3.4105685,3.8095677,272.92227,268.17694,4.745331,283.7718,275.7276,8.044189,294.43304,285.5896,8.843445,284.84778,278.39304,6.4547424,1.3870967741935485,1.032258064516129
Cagliari,39.207378,9.13462,7.060907e-06,0.0,0.0,3.6570334e-06,282.99237,287.42276,296.86053,291.11154,0.0017025343,0.0009369927,0.00043272032,0.0019405717,3.977097,3.611129,3.2139995,3.301135,285.95764,280.4087,5.54895,291.28555,283.7494,7.5361633,301.49396,292.24075,9.253204,294.77142,287.89944,6.8719788,29.580645161290324,11.161290322580646
Cambridge,52.200001,0.11667,0.00025046428,6.872693e-06,0.0,4.652559e-05,276.6275,281.57452,289.0139,283.59357,0.0014651393,0.0016968626,0.0017714534,0.001518846,4.686744,4.307849,4.0118117,4.3236175,279.02856,274.1031,4.925476,285.3454,277.71567,7.62973,292.98712,284.86856,8.118561,286.86526,280.36746,6.4978027,0.2903225806451613,0.2580645161290322
Cardiff,51.48,-3.18,0.00022753977,1.179061e-05,0.0,5.9069484e-05,277.36197,281.47995,288.32184,283.7136,0.0021875384,0.0020487804,0.0022921236,0.0025097127,4.937833,4.3875833,4.1396394,4.513647,279.45972,275.12372,4.3359985,284.55698,278.2933,6.263672,291.31506,285.15204,6.163025,286.25238,281.14838,5.104004,0.0,0.0
Cartagena,37.605122,-0.98623,3.6741242e-06,6.836375e-08,0.0,1.1645337e-06,284.87033,288.8714,296.72122,292.27582,0.00083277986,0.00062100095,0.00030802825,0.0013581212,4.5158086,4.2851343,3.8590505,3.989965,287.22467,282.62033,4.6043396,291.2095,286.3948,4.8146973,299.05682,294.2817,4.775116,294.49625,290.09808,4.398163,1.3548387096774193,0.8387096774193549
Catania,37.502129,15.08719,6.158292e-05,4.4329622e-07,0.0,1.1074073e-05,283.0521,287.2832,297.1476,291.4559,0.0022171484,0.00093646714,0.0007461493,0.0029619467,3.3847928,2.865701,2.5069091,2.7082047,285.84048,280.70532,5.1351624,290.36826,284.26697,6.101288,300.46005,293.75443,6.7056274,294.3789,288.8696,5.509308,15.580645161290322,5.903225806451613
Chemnitz,50.833328,12.91667,0.0010574021,9.144907e-05,1.05750175e-07,0.00050105905,271.30267,280.22537,289.33154,281.45718,0.002038566,0.0026046287,0.0024532785,0.0019018753,3.7173626,3.3363795,2.9642215,3.3291311,273.50195,268.82123,4.680725,284.06647,276.22073,7.8457336,293.4932,284.92737,8.565826,284.90497,278.241,6.663971,1.3225806451612905,0.8387096774193549
Chişinău,47.005562,28.8575,0.0007143892,3.2057473e-05,0.0,0.00027652923,270.55243,282.11224,293.95862,283.19055,0.0012094667,0.0018585532,0.0014439996,0.0011699952,3.2793162,3.2079017,2.865341,2.9902647,273.36807,267.5898,5.7782593,286.53766,277.6845,8.853149,298.72583,288.94196,9.7838745,287.45306,279.20615,8.246918,12.225806451612904,4.741935483870968
Clermont-Ferrand,45.779659,3.08628,0.0006791189,6.0646766e-05,1.2818203e-09,0.0003573997,274.361,281.5063,289.55557,282.8114,0.0023346017,0.0027268128,0.0024855419,0.002366859,3.0615582,2.8987613,2.4222322,2.6622703,277.42816,271.26172,6.166443,285.82385,277.1574,8.666443,294.20364,284.73593,9.467712,286.83948,279.0605,7.7789917,2.161290322580645,1.4193548387096775
Cluj-Napoca,46.76667,23.6,0.0008686708,6.5775115e-05,2.7067776e-07,0.00034346568,269.5653,280.9836,290.92755,281.82254,0.0015006227,0.0031926623,0.0023437606,0.0015343133,2.1405528,2.347284,2.0379205,2.0965672,272.87592,266.13733,6.7385864,285.67795,276.22055,9.457397,295.77832,285.7945,9.983826,286.69305,277.56577,9.127289,2.3870967741935485,1.3548387096774193
Coimbra,40.205639,-8.41955,1.6885846e-05,8.545469e-10,0.0,2.5456952e-06,281.5146,286.23114,293.20093,288.46698,0.004850933,0.0023263867,0.0007920795,0.003996233,3.3626606,3.2519364,3.13471,2.9705923,285.23038,278.19656,7.0338135,290.6559,282.08313,8.572784,298.8554,287.92902,10.926392,293.14288,284.4913,8.651581,17.612903225806452,5.612903225806452
Como,45.809978,9.08744,0.0010394391,0.00019646043,8.442709e-06,0.0006055821,272.44962,281.75946,291.07224,283.12137,0.0023802044,0.0049054106,0.004237867,0.0038279532,1.5763886,1.5645967,1.4555676,1.4210684,275.93652,269.2346,6.701935,286.0489,277.16376,8.885132,295.46573,286.21216,9.253571,286.83762,279.50345,7.3341675,0.5161290322580645,0.3548387096774194
Constanţa,44.183331,28.65,0.00046619165,4.4661824e-06,0.0,0.00017181857,275.39713,283.19965,295.16602,287.01477,0.0014161128,0.0014244285,0.00087015604,0.0015273447,5.306278,4.4639206,3.9393415,4.6571813,277.59302,273.19446,4.3985596,285.81116,280.64215,5.1690063,298.03223,292.26312,5.769104,289.60196,284.60797,4.993988,1.7096774193548387,1.096774193548387
Copenhagen,55.675941,12.56553,0.00071478373,5.537672e-05,0.0,0.00027278307,272.83,278.72842,289.07953,281.99985,0.001500561,0.0015993279,0.002264697,0.0017984894,5.5198836,4.94466,4.5655427,5.1469903,274.4555,271.0244,3.4310913,281.3595,275.9395,5.419983,291.77615,286.04523,5.7309265,284.0245,279.94397,4.080536,0.0,0.0
Cork,51.897968,-8.47061,6.7705325e-05,2.627518e-06,0.0,1.7188142e-05,279.4045,282.09164,287.75177,284.26053,0.00262411,0.0020498673,0.0022579248,0.0027926634,5.7216635,4.978294,4.4439106,5.179685,281.11853,277.5918,3.5267334,284.20963,279.8596,4.3500366,289.9822,285.41815,4.5640564,286.08063,282.39047,3.690155,0.0,0.0
Coventry,52.406559,-1.51217,0.000302955,9.379507e-06,0.0,6.7436995e-05,276.3767,281.20966,288.39706,283.05258,0.0015872507,0.0018624824,0.0018402701,0.0016599324,4.657975,4.285264,3.9693403,4.292868,278.7642,273.8877,4.8764954,284.9695,277.37317,7.596344,292.28568,284.32837,7.957306,286.208,279.9184,6.289612,0.1290322580645161,0.0967741935483871
